Headline,Category,Link
New Destiny 2 icon suggests a popular destination could get destroyed soon,Rumours,https://www.polygon.com/2020/5/13/21257784/destiny-2-titan-emblem-time-limited-blow-up-planet-darkness-sloan
Studio Ghibli’s influence on game designers is extensive and expanding,Commentary,https://www.polygon.com/gaming/2020/5/28/21272451/studio-ghibli-movies-inspired-games-ori-battle-chef-brigade-mutazione-totoro-spirited-away
"Elite: Dangerous players want to tame the galaxy, and they need your help",Updates,https://www.polygon.com/2020/5/27/21271791/elite-dangerous-fleet-carriers-dssa
Silent Hill’s Pyramid Head comes to Dead by Daylight,New Releases,https://www.polygon.com/2020/5/26/21270326/silent-hill-dead-by-daylight-dlc-pyramid-head-cheryl-heather-mason
"Minecraft Dungeons review: elegant, family-friendly dungeon-crawling",Reviews,https://www.polygon.com/reviews/2020/5/26/21270508/minecraft-dungeons-review-nintendo-switch-ps4-xbox-one-pc-game-pass
Everything we know about Marvel’s Avengers game,Rumours,https://www.polygon.com/2020/6/30/21303540/marvels-avengers-game-everything-we-know-heroes-loot-systems-story-missions-upcoming-content
"Magic: The Gathering is nerfing companions, changing the rules rather than banning them",Updates,https://www.polygon.com/2020/6/1/21276915/magic-the-gathering-companions-nerf-ikoria-banned-restricted-june
The Last of Us Part 2 guide: Santa Barbara collectibles,Walkthroughs,https://www.polygon.com/the-last-of-us-part-2-guides/21296530/santa-barbara-collectibles-artifacts-trading-cards-journal-entries-workbenches-safes
Pokémon Go 2020 Bug Out event guide: Field Research and rewards,Announcements,https://www.polygon.com/pokemon-go-guide/2020/6/26/21304604/2020-bug-out-event-field-research-rewards-dwebble
New Samurai Jack game arrives this August,New Releases,https://www.polygon.com/2020/7/22/21334736/samurai-jack-battle-through-time-trailer-release-date-adult-swim
Star Wars: Squadrons: what it’s like to fly every ship,Reviews,https://www.polygon.com/2020/7/22/21334137/star-wars-squadrons-best-ship-x-wing-tie-pc-ps4-xbox-one-ea
State of Decay 3 announced for Xbox Series X,New Releases,https://www.polygon.com/2020/7/23/21334702/state-of-decay-3-xbox-series-x-trailer-release-date-undead-labs
As Dusk Falls is a new narrative game from ex-Quantic Dream lead designer,New Releases,https://www.polygon.com/2020/7/23/21334631/as-dusk-falls-is-a-new-narrative-game-from-ex-quantic-dream-lead-designer
"Massive Nintendo leak reveals early Mario, Zelda, and Pokémon secrets",Rumours,https://www.polygon.com/2020/7/26/21339018/nintendo-gigaleak-super-mario-64-zelda-pokemon-what-is-it-snes
"After many months, Bungie and Valve solve Destiny 2 ‘Beaver’ connection errors",Updates,https://www.polygon.com/2020/7/24/21337589/destiny-2-beaver-disconnect-error-code-steam-valve-shadowkeep-fix-solved
I thought I knew how to brush my teeth until I played Pokémon Smile,Reviews,https://www.polygon.com/2020/8/11/21363731/pokemon-smile-learn-to-brush-teeth
Can Epic Games actually take on Apple and Google? Experts weigh in,Commentary,https://www.polygon.com/2020/8/14/21369277/epic-games-fortnite-lawsuit-apple-google-expert-opinion
"The Last of Us Part 2 getting permadeath, Grounded difficulty in new update",Updates,https://www.polygon.com/2020/8/10/21362263/the-last-of-us-part-2-grounded-difficulty-dlc-permadeath-mode-trophy
Microsoft’s big choice: Will Bethesda games still come to PlayStation and Switch?,Rumours,https://www.polygon.com/2020/9/21/21449075/xbox-bethesda-exclusivity-ps5-nintendo-switch-skyrim-starfield
I’m glad Watch Dogs: Legion got delayed,Commentary,https://www.polygon.com/2020/10/6/21504260/watch-dogs-legion-preview-intel-system-team-clint-hocking-interview
Nintendo Switch Lite pre-orders are now live everywhere,New Releases,https://www.polygon.com/deals/2019/7/31/20748163/nintendo-switch-lite-pre-orders-release-date-amazon-best-buy-walmart
How well does Wolfenstein: Youngblood run on Nintendo Switch?,Reviews,https://www.polygon.com/2019/7/29/8934877/wolfenstein-youngblood-nintendo-switch-performance-resolution
Bully fans think they’ve found secret news of a sequel,Rumours,https://www.polygon.com/2019/7/27/8933173/bully-sequel-announced-fall-2020-news-embargoed-do-not-publish
"Fallout 76 update from Quakecon: New battle royale map, raid coming August",Updates,https://www.polygon.com/fallout/2019/7/28/8933824/fallout-76-quakecon-update-wastelanders-vault-94-raid-human-npcs-pc-ps4-xbox-one
Fortnite World Cup pro is total champ about coming in last place in duos,Commentary,https://www.polygon.com/2019/7/28/8933776/fortnite-world-cup-duos-results-twizz-last-place
Pillars of Eternity coming to Nintendo Switch in August,New Releases,https://www.polygon.com/2019/7/26/8931590/pillars-of-eternity-nintendo-switch-release-date
"Original Doom trilogy comes to Switch, PS4, Xbox One, and mobile",New Releases,https://www.polygon.com/2019/7/26/8931673/doom-2-3-nintendo-switch
Dauntless guide: Weekly Hunt Pass challenge for July 26-Aug 2,Walkthroughs,https://www.polygon.com/guides/2019/7/26/8931943/dauntless-guide-weekly-hunt-pass-challenge-for-july-26-aug-2
"Destiny 2 Xur location and items, July 26-30",Walkthroughs,https://www.polygon.com/destiny-2-guide-walkthrough/2019/7/26/8931941/destiny-2-xur-location-and-items-july-26-30
"Overwatch players protested latest Moira change, and Blizzard listened",Announcements,https://www.polygon.com/2019/7/26/8931885/blizzard-overwatch-moira-ptr-fade-buffs
"Tactical shooter Squad gets Canadian troops, more modding and a free weekend.",Updates,https://www.polygon.com/pc/2019/7/26/8931846/squad-game-pc-shooter-steam-dlc-modding
"Streets of Rogue review: Slightly misleading name, hilarious game",Reviews,https://www.polygon.com/reviews/2019/7/26/8932005/streets-of-rogue-review-mac-pc-nintendo-switch-ps4-xbox-one
"GTA Online players say they’re going broke in the casino, and they love it",Commentary,https://www.polygon.com/2019/7/26/8911368/gta-online-casino-addiction-losing-money-rockstar
"Bungie fixing Destiny 2’s Lord of Wolves weapon next week, rewarding players",Updates,https://www.polygon.com/2019/7/26/8931881/destiny-2-lord-of-wolves-fix-patch-emblem-prometheus-lens
Oh no: I discovered a cultist hideout in Fallout 76 and I can’t stop screaming,Commentary,https://www.polygon.com/2019/7/26/8932043/fallout-76-role-playing-cultist-horror-theater-nerds
"After the backlash, Bethesda is on a long quest to redeem Fallout 76",Updates,https://www.polygon.com/e3/2019/6/10/18659783/fallout-76-nuclear-winter-bethesda-update
"NHL 20 open beta offers first look at gameplay, Gritty",Reviews,https://www.polygon.com/2019/7/26/8932157/nhl-20-open-beta-ps4-xbox-one
Actor removed from Fire Emblem: Three Houses following Tumblr apology,Announcements,https://docs.google.com/spreadsheets/d/1KKR-TefM2CoZ1o7xmckMU4T3nTMpEOPKe9PQ86hhOrY/edit#gid=0
"Amazon video game coupons, Best Buy’s Black Friday in July Sale, and more gaming deals",Announcements,https://www.polygon.com/deals/2019/7/27/8931579/best-gaming-deals-amazon-ps4-xbox-one-nintendo-switch-best-buy-dell
I love my crew of trash disasters in The Outer Worlds,Reviews,https://www.polygon.com/2019/10/30/20937417/the-outer-worlds-companions-personalities-dysfunctional-group-members
"Wow, Atlus is going all out with Persona 5: The Royal",New Releases,https://www.polygon.com/2019/10/30/20939897/persona-5-the-royale-confidants-morgana-calls-gifts-personal-palace-atlus-streaming
The Nintendo Switch Lite is selling incredibly well,Commentary,https://www.polygon.com/nintendo-switch/2019/10/31/20941730/nintendo-switch-lite-sales-figures-best-selling-games-legend-of-zelda-super-mario-maker
Animal Crossing: Pocket Camp has slowly gone from disappointing to actively bad,Reviews,https://www.polygon.com/reviews/2019/10/31/20942068/animal-crossing-pocket-camp-review-2-years-later
Fortnite search three of Borderlands’ iconic Vault Symbols inside the Pandora area of the Fortnite map guide,Walkthroughs,https://www.polygon.com/fortnite-guide/2019/8/29/20837117/search-different-vault-symbols-welcome-to-pandora-borderlands
"Astral Chain guide: File 04 Siege cases, cats, and collectibles map",Walkthroughs,https://www.polygon.com/astral-chain-guide/2019/8/30/20836885/file-04-siege-red-blue-case-stray-cat-bathroom-toilet
"Catherine: Full Body is still insightful, still troubling",Reviews,https://www.polygon.com/reviews/2019/8/30/20838344/catherine-full-body-review-ps4
Warcraft ‘ripoff’ pulled offline following Blizzard lawsuit,Announcements,https://www.polygon.com/2019/8/30/20840493/warcraft-glorious-saga-blizzard-lawsuit-update
Castle Crashers Remastered comes to Nintendo Switch in September,New Releases,https://www.polygon.com/2019/8/30/20840632/castle-crashers-remastered-release-dates-nintendo-switch-ps4
CD Projekt is officially making more Witcher and Cyberpunk games in the future,New Releases,https://www.polygon.com/2019/8/30/20840583/cd-projekt-next-game-witcher-series-cyberpunk
Fire Emblem: Three Houses review: school ties,Reviews,https://www.polygon.com/reviews/2019/7/25/8930095/fire-emblem-three-houses-review-nintendo-switch
Wolfenstein: Youngblood best skills and abilities guide,Walkthroughs,https://www.polygon.com/wolfenstein-youngblood-guide/2019/7/26/8930029/skills-abilities-ability-points-mind-muscle-power-health-armor-melee-crush-cloak
Fire Emblem Three Houses guide: Which difficulty should you play on?,Walkthroughs,https://www.polygon.com/guides/2019/7/26/8928961/fire-emblem-three-houses-difficulty-classic-casual-hard-normal
The 5 biggest announcements from the latest Final Fantasy 14 livestream,Updates,https://www.polygon.com/2019/9/15/20866533/final-fantasy-14-nier-raid-live-letter-patch-5-1
"Dragon Quest 1, 2, and 3 are coming to Nintendo Switch",New Releases,https://www.polygon.com/nintendo-switch/2019/9/16/20868421/dragon-quest-1-2-3-nintendo-switch
Borderlands 3 guide: Guardian Rank,Walkthroughs,https://www.polygon.com/borderlands-3-guide/2019/9/17/20868902/guardian-rank-token-rewards-bonus-stats-enforcer-survivor-hunter
"Report: Leaked E3 plans propose fan-focused event with 10,000 more attendees",Rumours,https://www.polygon.com/2019/9/17/20870307/e3-2020-plans-leak-esa-lobbying-tech-impact
Gears 5 guide: Act 3 – Chapter 3: Some Assembly Required collectibles,Walkthroughs,https://www.polygon.com/gears-5-guide/2019/9/17/20864437/collectibles-act-3-chapter-3-some-assembly-required
Borderlands 3 guide: The Anvil challenges,Walkthroughs,https://www.polygon.com/borderlands-3-guide/2019/9/17/20870707/the-anvil-challenge-location-map-eden-6-claptrap-typhon-crimson-radio
Borderlands 3 guide: How to read Eridian writing,Walkthroughs,https://www.polygon.com/borderlands-3-guide/2019/9/17/20870917/read-eridian-writing-analyzer
Overland’s apocalypse could be a little more welcoming,Reviews,https://www.polygon.com/2019/9/19/20872312/overland-switch-ps4-xbox-one-pc-ios-impressions
Link’s Awakening guide: Every Mario figure stand location,Walkthroughs,https://www.polygon.com/zelda-links-awakening-switch-guide-walkthrough/2019/9/27/20886206/mario-figure-stand-location-map
FIFA 20 review: a revelation in the streets,New Releases,https://www.polygon.com/reviews/2019/9/27/20887617/fifa-20-review-ps4-pc-xbox-one-volta-soccer-career
"Apex Legends season 3 gameplay trailer gives us a song, ice, and fire",Updates,https://www.polygon.com/2019/9/28/20888468/apex-legends-season-3-gameplay-trailer-crypto-worlds-edge-map-charge-rifle-ps4-xbox-one-pc
Joy-Con drift lawsuit adds Switch Lite to class-action complaint,Announcements,https://www.polygon.com/nintendo-switch/2019/9/28/20888540/nintendo-switch-joy-con-drift-lawsuit-switch-lite-repairs
Fallout 76 is getting a public test server. What took so long?,Updates,https://www.polygon.com/fallout/2019/9/28/20888584/fallout-76-public-test-server-pc-ps4-xbox-one-update-perk-loadouts-multifactor-authentication
Why Warframe has become our hottest date night locale,Reviews,https://www.polygon.com/2019/9/28/20887642/warframe-co-op-date-night-activity
Half-Life 2 patched to help NPCs who couldn’t blink for five years,Updates,https://www.polygon.com/2019/9/28/20888631/half-life-2-patched-pc-blinking-npcs-valve-update
Classic Doomguy skins for Doom Eternal include that sexy ab window,Updates,https://www.polygon.com/2019/9/28/20888705/doom-eternal-classic-doomguy-skins-slayers-club-bethesda-net-login-required
The biggest surprise of Microsoft Flight Simulator: it makes Bing cool,Reviews,https://www.polygon.com/2019/9/30/20885197/microsoft-flight-simulator-bing-maps-hands-on-demo
Dragon Quest mobile RPG finally coming to the West after five years,New Releases,https://www.polygon.com/2019/9/30/20891178/dragon-quest-of-the-stars-closed-beta-android
Nintendo is bringing back Brain Age for Switch,New Releases,https://www.polygon.com/2019/9/30/20891316/brain-age-nintendo-switch-training-dr-kawashima
Total War: Three Kingdoms is a strategy masterpiece,Reviews,https://www.polygon.com/reviews/2019/5/31/18647370/total-war-three-kingdoms-review-pc
Super Smash Bros. Ultimate gets a VR mode in latest patch,Updates,https://www.polygon.com/nintendo/2019/5/30/18646343/super-smash-bros-ultimate-vr-nintendo-switch-labo-virtual-reality
Bungie likely to reveal Destiny 2’s fall expansion next week,Rumours,https://www.polygon.com/2019/5/30/18646056/destiny-2-year-3-reveal-stream-date-time-how-to-watch-darkness
Apex Legends’ season 2 battle pass is going to have challenges and better rewards,Updates,https://www.polygon.com/battle-royale/2019/5/30/18646049/apex-legends-battle-pass-season-2-rewards-challenges
The cyberpunk genre has been Orientalist for decades — but it doesn’t have to be,Commentary,https://www.polygon.com/2021/1/30/22255318/cyberpunk-2077-genre-xenophobia-orientalism
Immortals Fenyx Rising guide: The Hound of Hades Vault of Tartaros walkthrough and combat tips,Walkthroughs,https://www.polygon.com/immortals-fenyx-rising-guide-walkthrough/22255077/hound-of-hades-vault-of-tartaros-combat-tips
Rocket League’s new game mode rolls out for the Super Bowl,Updates,https://www.polygon.com/2021/1/28/22254910/rocket-league-super-bowl-gridiron-limited-time-event
"Fallout 76’s new changes let players build more camps, change their skills",Updates,https://www.polygon.com/2021/1/28/22254697/fallout-76-test-server-special-loadouts-multiple-camps-vending-machines-changes
Cyberpunk 2077 hotfix addresses game-breaking bug introduced in previous patch,Updates,https://www.polygon.com/2021/1/28/22254180/cyberpunk-2077-hotfix-1-11-takemura-bug-glitch-patch
EA announces Skate 4 development team,Announcements,https://www.polygon.com/2021/1/27/22252237/skate-4-developer-electronic-arts-full-circle
"PS5 exclusive Returnal delayed to April",Announcements,https://www.polygon.com/2021/1/28/22254241/returnal-release-date-delay-ps5-housemarque
Apex Legends’ season 8 gameplay trailer shows off the new Legend and a destroyed Kings Canyon,Announcements,https://www.polygon.com/2021/1/26/22249443/apex-legends-season-8-gameplay-trailer-fuse-release-date-abilities
"Elite Dangerous is now on Xbox Game Pass, learn to play without getting overwhelmed",Announcements,https://www.polygon.com/guides/22301694/elite-dangerous-beginners-tips-tricks-getting-started-pc-xbox
Valheim boss fight guide: Moder tips,Walkthroughs,https://www.polygon.com/valheim-guide/22303223/moder-boss-summon-tips-locations-solo-power-drops
Is Mario dying on March 31?,Rumours,https://www.polygon.com/2021/3/31/22350277/nintendo-super-mario-3d-all-stars-march-31-death-35th-anniversary
Why hang a game map on the wall when you could build a world around one instead?,Commentary,https://www.polygon.com/22358342/fall-of-magic-city-of-winter-kickstarter
League of Legends fans are tired of everyone being so hot,Commentary,https://www.polygon.com/22356951/league-of-legends-gwen-champion-design-fan-debate-controversy-riot-games
Monster Hunter Rise review: The Wirebug should excite new (and old) fans,Reviews,https://www.polygon.com/reviews/22344620/monster-hunter-rise-review-switch
Pajama parties come to PUBG in patch 11.2,Updates,https://www.polygon.com/22407564/pubg-patch-11-2-notes-erangel-bridge-update-pajama-party-pass
Crowdfunding is killing board game expansions,Commentary,https://www.polygon.com/22458363/crowdfunding-is-killing-board-game-expansions-opinion
"Square Enix reveals Dragon Quest 12, Dragon Quest 3 ‘HD-2D’ remake",Announcements,https://www.polygon.com/22456431/dragon-quest-12-announced-dq3-remake-treasures-keshi
Report: Team Ninja making a Final Fantasy ‘Souls-like’ action game,Rumours,https://www.polygon.com/22451476/final-fantasy-origin-team-ninja-ps5-pc-square-enix
Overwatch 2 map includes Easter egg tributes to Jeff Kaplan,Commentary,https://www.polygon.com/22446336/overwatch-2-jeff-kaplan-jeph-easter-egg-blizzard
"Dead by Daylight adds Resident Evil’s Jill, Leon, and Nemesis",Updates,https://www.polygon.com/22451789/dead-by-daylight-resident-evil-chapter-nemesis-killer-leon-jill-survivors
How to make coins quickly in Blaseball using snacks,Walkthroughs,https://www.polygon.com/guides/22392198/blaseball-coin-making-strategy-which-snacks-idols
Mario Golf: Super Rush brings chaos to the greens,New Releases,https://www.polygon.com/gaming/22555586/nintendo-mario-golf-super-rush-sports
Final Fantasy Pixel Remaster’s first three games come to PC and mobile in July,New Releases,https://www.polygon.com/22557810/square-enix-retro-final-fantasy-pixel-remake-steam
Sonic the Hedgehog is in Minecraft now,Updates,https://www.polygon.com/22545586/minecraft-sonic-the-hedgehog-dlc-sega
"The new Aliens co-op shooter arrives in August, with a new name",New Releases,https://www.polygon.com/22547118/aliens-fireteam-elite-release-date
"Nintendo’s E3 2021 press conference: News, announcements, trailers, and more from the event",Announcements,https://www.polygon.com/nintendo/22530071/nintendo-direct-e3-2021-trailers-announcements-news
Stranger of Paradise Final Fantasy Origin is a new action game from Team Ninja,New Releases,https://www.polygon.com/e3/22532222/final-fantasy-origin-release-date-team-ninja-square-enix-e3-2021
"Report: Everwild ‘restarted from scratch,’ Rare now aiming for 2024",Rumours,https://www.polygon.com/22533819/everwild-rare-reboot-delay-xbox-series-x-pc-report
New Pokémon Snap guide: Volcarona boss tips,Walkthroughs,https://www.polygon.com/new-pokemon-snap-guide/22408099/volcarona-boss-voluca-illumina-spot-fireflow-volcano-orbs
Star Wars: Republic Commando review: Who needs the Jedi?,Reviews,https://www.polygon.com/reviews/22366818/star-wars-republic-commando-review-switch-ps4
The essential racing games of Xbox Game Pass,Commentary,https://www.polygon.com/best-games/22399732/xbox-best-racing-games-game-pass-xbox-one-series-x-pc
Days Gone comes to PC on May 18,New Releases,https://www.polygon.com/22385456/days-gone-pc-release-date-trailer
,Updates,
